0,1,20,3.6028975373352012,2
1,2,11,20.0,-4.122728298751449,1.6979939455918207,2,2.0
2,1,20,4.467285942753957,2
3,1,20,-4.679170287117746,2
4,1,20,-3.1765040078524036,2
5,1,20,1.3445430861961452,2
6,1,5,-3.5128263883721758,2
7,1,20,-3.4268648078800155,2
8,1,5,-4.943736674499672,2
9,1,20,3.5768520639584716,2
10,1,5,-1.4854876981944787,2
11,1,20,3.3142557291174177,2
12,2,15,20.0,-2.5609541983359803,3.2163971215833045,2,2.0
13,1,20,-4.027707380508055,2
14,1,20,-3.880445334059783,2
15,1,20,4.6453672648656354,2
16,1,20,-2.855239298697505,2
17,1,20,4.575892229850019,2
18,1,20,2.5148134223246372,2
19,1,20,4.372579460118981,2
21,1,20,-3.9620380848732744,2
22,1,20,-1.3793967730126244,2
23,1,20,-1.6671493407346967,2
24,1,20,-4.189682215766657,2
